istaigos_kodas;gydytojo_ID;laisvos_registracijos;iraso_sukurimo_data
300520299;10000000;2022-09-29 10:15;2022-09-02 03:00:00
300520299;10000000;2022-09-29 10:30;2022-09-02 03:00:00
300520299;10000000;2022-09-29 10:45;2022-09-02 03:00:00
300520299;10000000;2022-09-29 11:30;2022-09-02 03:00:00
300520299;10000000;2022-09-29 11:45;2022-09-02 03:00:00
300520299;10000000;2022-09-29 12:00;2022-09-02 03:00:00
300520299;10000000;2022-09-29 12:30;2022-09-02 03:00:00
300520299;10000000;2022-09-30 07:15;2022-09-02 03:00:00
300520299;10000000;2022-09-30 07:30;2022-09-02 03:00:00
300520299;10000000;2022-09-30 07:45;2022-09-02 03:00:00
300520299;10000000;2022-09-30 09:00;2022-09-02 03:00:00
300520299;10000000;2022-09-30 09:15;2022-09-02 03:00:00
300520299;10000000;2022-09-30 09:30;2022-09-02 03:00:00
300520299;10000000;2022-09-30 09:45;2022-09-02 03:00:00
300520299;10000000;2022-09-30 10:00;2022-09-02 03:00:00
300520299;10000000;2022-09-30 10:15;2022-09-02 03:00:00
300520299;10000000;2022-09-30 10:30;2022-09-02 03:00:00
300520299;10000000;2022-09-30 10:45;2022-09-02 03:00:00
300520299;10000000;2022-09-30 11:30;2022-09-02 03:00:00
300520299;10000000;2022-09-30 11:45;2022-09-02 03:00:00
300520299;10000000;2022-09-30 12:00;2022-09-02 03:00:00
300520299;10000000;2022-09-30 12:30;2022-09-02 03:00:00
300520299;10000000;2022-09-26 09:30;2022-09-02 03:00:00
300520299;10000000;2022-09-12 12:15;2022-09-02 03:00:00
300520299;10000000;2022-09-14 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-02 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-02 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-05 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-05 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-06 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-06 15:30;2022-09-02 03:00:00
