istaigos_kodas;gydytojo_ID;data_nuo;data_iki;iraso_sukurimo_data
300520299;10000003;2019-04-29;2019-04-30;2019-04-09 03:00:35
300520299;10000010;2019-04-23;2019-04-23;2019-04-09 03:00:35
300520299;10000013;2019-04-25;2019-05-02;2019-04-09 03:00:35
